time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (hp),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (hp),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),Calculated instant fuel consumption (MPG),DC Charger Power (hp),Distance travelled (total) (miles),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (mi/kWh),Hybrid/EV Charger Power (hp),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),HV EV Battery Power (kW),12V device load (A)
586.0,13.3,12.6,726.7,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,12.4492665691138,68.0,64.4,1011.03805555556,3639737.0,0.0,0.0,5.04652777777778,4.03722222222222,3.78489583333333,1568.2,1533.1,1172.5,1109.6,0.0,1769.0,0.0,0.0,725.0,2377.0,3.78,24.0,3.78,64.0,0.0,1011.03805555556,0.0,56.5,68.9,70.7,60.0,72.5,72.5,72.5,59.9,8.59000000000003,86.0,13.804,730.0,30.93,13.971,19.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,726.3,4.442,48.8275,13.760294,13.4536077066033,,0.0,2.17199297070387,1.36045711359017,0.845348597128635,0.0,-0.0835245627210043,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,15.99657997295792,16.99636622126783,3.494736689862527,12.67280902600276,22.339999999999968
587.0,13.3,12.6,726.7,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,12.4492665691138,68.0,64.4,1011.03805555556,3639737.0,0.0,0.0,5.04652777777778,4.03722222222222,3.78489583333333,1568.2,1533.1,1172.5,1109.6,0.0,1769.0,0.0,0.0,725.0,2377.0,3.78,24.0,3.78,64.0,0.0,1011.03805555556,0.0,56.5,68.9,70.7,60.0,72.5,72.5,72.5,59.9,8.56999999999999,86.0,13.805,730.1,31.23,13.995,12.7,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,726.3,4.442,33.5444925,13.760294,13.4563666271953,,0.0,2.17961489612469,2.51189875519035,1.56082104141138,0.0,,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,19.99572496619744,22.995083711127048,3.507000367864626,12.67280902600276,22.66000000000001
588.0,13.3,-1.5,728.0,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-1.48470680609586,68.0,68.0,1011.03861111111,3639739.0,0.0,0.0,5.05555555555556,4.04444444444444,3.79166666666667,1568.2,1533.1,1172.5,1109.6,0.0,1950.0,0.0,0.0,726.0,2377.0,3.78,24.0,3.78,64.0,0.0,1011.03861111111,0.0,56.5,68.9,70.7,60.0,72.5,72.5,72.5,59.9,8.56999999999999,86.0,13.805,730.1,31.23,13.995,12.7,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,727.3,4.444,33.5444925,13.760294,13.4563666271953,,0.0,2.17961489612469,2.51189875519035,1.56082104141138,0.0,,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,19.99572496619744,22.995083711127048,3.507000367864626,-1.1071639120774497,22.66000000000001
589.0,13.3,-1.5,728.0,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-1.48470680609586,68.0,68.0,1011.03861111111,3639739.0,0.0,0.0,5.05555555555556,4.04444444444444,3.79166666666667,1568.2,1533.1,1172.5,1109.6,0.0,1950.0,0.0,0.0,726.0,2377.0,3.78,24.0,3.78,64.0,0.0,1011.03861111111,0.0,56.5,68.9,70.7,60.0,72.5,72.5,72.5,59.9,8.54000000000002,86.0,13.803,730.9,31.37,13.986,38.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,727.3,4.444,33.00739,13.7695717,13.4612226329364,,0.0,2.18769504140956,-21.978021978022,-13.6565054945055,0.0,,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,24.807196286188578,23.994869959436866,3.5200013216279817,-1.1071639120774497,22.82999999999998
590.0,13.3,9.2,727.0,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,9.09369322517543,68.0,68.0,1011.03916666667,3639741.0,0.0,0.0,5.04861111111111,4.03888888888889,3.78645833333333,1568.2,1533.1,1172.5,1109.6,0.0,2075.0,0.0,0.0,725.0,2377.0,3.78,24.0,3.78,149.0,0.0,1011.03916666667,0.0,56.5,68.9,70.7,60.0,72.5,72.5,72.5,59.9,8.54000000000002,86.0,13.803,730.9,31.37,13.986,38.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,727.2,4.443,33.00739,13.7695717,13.472235604619,,0.0,2.19678117790368,4.03683990191974,2.50837524669577,0.0,0.0726195599821953,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,24.807196286188578,26.994228704366474,3.5346209152470207,-1.1056430825278971,22.82999999999998
591.0,13.3,9.2,727.0,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,9.09369322517543,68.0,68.0,1011.03916666667,3639741.0,0.0,0.0,5.04861111111111,4.03888888888889,3.78645833333333,1568.2,1533.1,1172.5,1109.6,0.0,2075.0,0.0,0.0,725.0,2377.0,3.78,24.0,3.78,149.0,0.0,1011.03916666667,0.0,56.5,68.9,70.7,60.0,72.5,72.5,72.5,59.9,8.53000000000003,86.0,13.804,730.0,31.27,13.978,-0.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,727.2,4.443,36.034695,13.760294,13.472235604619,,0.0,2.19678117790368,4.03683990191974,2.50837524669577,0.0,0.0726195599821953,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,23.994869959436866,26.994228704366474,3.5346209152470207,-1.1056430825278971,22.73999999999997
592.0,13.3,3.8,727.3,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,3.75764064860749,68.0,68.0,1011.03972222222,3639743.0,0.0,0.0,5.05069444444444,4.04055555555556,3.78802083333333,1568.2,1533.1,1172.5,1109.6,0.0,2295.0,0.0,0.0,725.0,2377.0,3.78,24.0,3.78,64.0,0.0,1011.03972222222,0.0,56.5,68.9,70.7,60.0,72.5,72.5,72.5,59.9,8.53000000000003,86.0,13.804,730.0,31.27,13.978,-0.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,726.8,4.444,36.034695,13.760294,13.4870583927143,,0.0,2.20638996358489,10.4930275640979,6.52006303053109,0.0,0.0439152595382196,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,23.994869959436866,28.993801200986265,3.550081451408088,6.784075899208941,22.73999999999997
593.0,13.3,3.8,727.3,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,3.75764064860749,68.0,68.0,1011.03972222222,3639743.0,0.0,0.0,5.05069444444444,4.04055555555556,3.78802083333333,1568.2,1533.1,1172.5,1109.6,0.0,2295.0,0.0,0.0,725.0,2377.0,3.78,24.0,3.78,64.0,0.0,1011.03972222222,0.0,56.5,68.9,70.7,60.0,72.5,72.5,72.5,59.9,8.51999999999998,86.0,13.805,731.6,31.25,13.974,-9.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,726.8,4.444,20.89817,13.760294,13.4870583927143,,0.0,2.20638996358489,10.4930275640979,6.52006303053109,0.0,0.0439152595382196,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,28.743854638908687,28.993801200986265,3.550081451408088,6.784075899208941,22.730000000000018
594.0,13.3,-13.1,729.2,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-12.9878126917279,68.0,68.0,1011.04027777778,3639745.0,0.0,0.0,5.06388888888889,4.05111111111111,3.79791666666667,1568.2,1533.1,1172.5,1109.6,0.0,2096.0,0.0,0.0,727.0,2369.0,3.8,24.0,3.78,64.0,0.0,1011.04027777778,0.0,56.5,68.9,70.7,61.0,72.5,72.5,72.5,59.9,8.51999999999998,86.0,13.805,731.6,31.25,13.974,-9.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,729.1,4.444,20.89817,13.760294,13.493709325972,,0.0,2.21467306509844,-2.61711045881087,-1.62619654290177,0.0,0.0439152595382196,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,28.743854638908687,24.99465620774668,3.5634089617433897,2.8094385657602015,22.730000000000018
595.0,13.3,-13.1,729.2,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-12.9878126917279,68.0,68.0,1011.04027777778,3639745.0,0.0,0.0,5.06388888888889,4.05111111111111,3.79791666666667,1568.2,1533.1,1172.5,1109.6,0.0,2096.0,0.0,0.0,727.0,2369.0,3.8,24.0,3.78,64.0,0.0,1011.04027777778,0.0,56.5,68.9,70.7,61.0,72.5,72.5,72.5,59.9,8.48000000000002,86.0,13.805,733.5,31.0,13.986,-39.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,729.1,4.444,13.9158375,13.7695717,13.493709325972,,0.0,2.21467306509844,-2.61711045881087,-1.62619654290177,0.0,0.0439152595382196,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,24.572871384240994,24.99465620774668,3.5634089617433897,2.8094385657602015,22.519999999999982
596.0,13.3,-18.4,730.0,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-18.262437563626,68.0,68.0,1011.04083333333,3639747.0,0.0,0.0,5.06944444444444,4.05555555555556,3.80208333333333,1568.2,1533.1,1172.5,1109.6,0.0,1604.0,0.0,0.0,728.0,2369.0,3.8,24.0,3.78,64.0,0.0,1011.04083333333,0.0,56.5,68.9,70.7,61.0,72.5,72.5,72.5,59.9,8.22000000000003,86.0,13.78,733.5,35.33,13.974,-39.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,730.0,4.444,13.9158375,13.7695717,13.4881441340075,,0.0,2.22108398682596,-1.4145324597975,-0.878949449076831,0.0,,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,24.572871384240994,18.995938717887462,3.57372413480297,-9.695795321608651,27.109999999999967
597.0,13.3,-18.4,730.0,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-18.262437563626,68.0,68.0,1011.04083333333,3639747.0,0.0,0.0,5.06944444444444,4.05555555555556,3.80208333333333,1568.2,1533.1,1172.5,1109.6,0.0,1604.0,0.0,0.0,728.0,2369.0,3.8,24.0,3.78,64.0,0.0,1011.04083333333,0.0,56.5,68.9,70.7,61.0,72.5,72.5,72.5,59.9,8.22000000000003,86.0,13.78,733.5,35.33,13.974,-24.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,730.0,4.444,10.253775,13.740762,13.4881441340075,,0.0,2.22108398682596,-1.4145324597975,-0.878949449076831,0.0,,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,17.49625934542266,18.995938717887462,3.57372413480297,-9.695795321608651,27.109999999999967
598.0,13.3,-9.8,729.3,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-9.71740604589743,68.0,68.0,1011.04138888889,3639749.0,0.0,0.0,5.06458333333333,4.05166666666667,3.7984375,1568.2,1533.1,1172.5,1109.6,0.0,1079.0,0.0,0.0,727.0,2369.0,3.8,24.0,3.78,149.0,0.0,1011.04138888889,0.0,56.5,68.9,70.7,61.0,72.5,72.5,72.5,59.9,8.67000000000002,86.0,13.804,733.0,37.75,14.002,-24.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,729.5,4.444,10.253775,13.740762,13.468403268255,,0.0,2.22511575919201,-1.67899327563193,-1.04327773067269,0.0,-0.0548891911471973,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,17.49625934542266,11.997434979718449,3.5802112565399438,-7.246387804546928,29.07999999999998
599.0,13.3,-9.8,729.3,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-9.71740604589743,68.0,68.0,1011.04138888889,3639749.0,0.0,0.0,5.06458333333333,4.05166666666667,3.7984375,1568.2,1533.1,1172.5,1109.6,0.0,1079.0,0.0,0.0,727.0,2369.0,3.8,24.0,3.78,149.0,0.0,1011.04138888889,0.0,56.5,68.9,70.7,61.0,72.5,72.5,72.5,59.9,8.67000000000002,86.0,13.804,733.0,37.75,14.002,-61.6,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,728.6,4.444,14.1111475,13.740762,13.468403268255,,0.0,2.22511575919201,-1.67899327563193,-1.04327773067269,0.0,-0.0548891911471973,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,7.99828998647896,11.997434979718449,3.5802112565399438,-7.246387804546928,29.07999999999998
600.0,13.3,0.0,728.3,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.0,68.0,68.0,1011.04166666667,3639750.0,0.0,0.0,5.05763888888889,4.04611111111111,3.79322916666667,1568.2,1533.1,1172.5,1109.6,0.0,777.0,0.0,0.0,726.0,2369.0,3.78,24.0,3.78,64.0,0.0,1011.04166666667,0.0,56.5,68.9,70.7,61.0,72.5,72.5,72.5,59.9,8.40000000000003,86.0,13.8,731.6,34.96,13.996,-68.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,728.6,4.444,14.1111475,13.740762,13.4430573413025,,0.0,2.22809859101666,-1.67899327563193,-1.04327773067269,0.0,-0.0731804329523215,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,7.99828998647896,8.99807623478884,3.585010632945806,-7.236451718156488,26.55999999999997
601.0,13.3,0.0,728.3,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.0,68.0,68.0,1011.04166666667,3639750.0,0.0,0.0,5.05763888888889,4.04611111111111,3.79322916666667,1568.2,1533.1,1172.5,1109.6,0.0,777.0,0.0,0.0,726.0,2369.0,3.78,24.0,3.78,64.0,0.0,1011.04166666667,0.0,56.5,68.9,70.7,61.0,72.5,72.5,72.5,59.9,8.40000000000003,86.0,13.8,731.6,34.96,13.996,-68.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,728.3,4.444,20.409895,13.7803143,13.4430573413025,,0.0,2.22809859101666,-1.67899327563193,-1.04327773067269,0.0,-0.0731804329523215,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,9.107427855697718,8.99807623478884,3.585010632945806,-7.236451718156488,26.55999999999997
602.0,13.3,0.8,728.3,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.792169939105947,68.0,68.0,1011.04222222222,3639752.0,0.0,0.0,5.05763888888889,4.04611111111111,3.79322916666667,1568.2,1533.1,1172.5,1109.6,0.0,743.0,0.0,0.0,726.0,2369.0,3.78,24.0,3.78,64.0,0.0,1011.04222222222,0.0,56.5,68.9,70.7,61.0,72.5,72.5,72.5,59.9,8.74000000000001,86.0,13.821,731.5,30.44,13.997,-11.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,728.3,4.444,20.409895,13.7803143,13.4171037550673,,0.0,2.23117296013849,15.4469312096663,9.59827509268159,0.0,-0.0580978933897748,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,9.107427855697718,8.99807623478884,3.5899572928628305,0.0,21.69999999999999
603.0,13.3,0.8,728.3,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.792169939105947,68.0,68.0,1011.04222222222,3639752.0,0.0,0.0,5.05763888888889,4.04611111111111,3.79322916666667,1568.2,1533.1,1172.5,1109.6,0.0,743.0,0.0,0.0,726.0,2369.0,3.78,24.0,3.78,64.0,0.0,1011.04222222222,0.0,56.5,68.9,70.7,61.0,72.5,72.5,72.5,59.9,8.74000000000001,86.0,13.821,731.5,30.44,13.997,-11.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,728.2,4.444,25.19499,13.7612706,13.4171037550673,,0.0,2.23117296013849,15.4469312096663,9.59827509268159,0.0,-0.0580978933897748,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,7.99828998647896,8.99807623478884,3.5899572928628305,0.0,21.69999999999999
604.0,13.4,3.8,728.0,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,3.76125724210952,68.0,68.0,1011.04277777778,3639754.0,0.0,0.0,5.05555555555556,4.04444444444444,3.79166666666667,1568.2,1533.1,1172.5,1109.6,0.0,1052.0,0.0,0.0,726.0,2373.0,3.78,24.0,3.78,149.0,0.0,1011.04277777778,0.0,56.5,68.9,70.7,61.0,72.5,72.5,72.5,59.9,8.41000000000003,86.0,13.805,730.7,31.03,13.99,-11.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,728.2,4.444,25.19499,13.7612706,13.4008349846453,,0.0,2.23617859728698,5.06072874493927,3.14459008097166,0.0,-0.0580978933897748,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,7.99828998647896,13.997007476338178,3.5980113630347508,0.5904874197746414,22.61999999999997
605.0,13.4,3.8,728.0,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,3.76125724210952,68.0,68.0,1011.04277777778,3639754.0,0.0,0.0,5.05555555555556,4.04444444444444,3.79166666666667,1568.2,1533.1,1172.5,1109.6,0.0,1052.0,0.0,0.0,726.0,2373.0,3.78,24.0,3.78,149.0,0.0,1011.04277777778,0.0,56.5,68.9,70.7,61.0,72.5,72.5,72.5,59.9,8.41000000000003,86.0,13.805,730.7,31.03,13.99,8.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,728.6,4.444,27.1969175,13.7612706,13.4008349846453,,0.0,2.23617859728698,5.06072874493927,3.14459008097166,0.0,-0.0580978933897748,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,16.090309933736986,13.997007476338178,3.5980113630347508,0.5904874197746414,22.61999999999997
606.0,13.3,-5.2,728.8,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-5.15263962039364,68.0,68.0,1011.04333333333,3639756.0,0.0,0.0,5.06111111111111,4.04888888888889,3.79583333333333,1568.2,1533.1,1172.5,1109.6,0.0,1368.0,0.0,0.0,727.0,2373.0,3.8,24.0,3.78,64.0,0.0,1011.04333333333,0.0,56.5,68.9,70.7,61.0,72.5,72.5,72.5,59.9,8.38999999999999,86.0,13.806,732.0,31.06,13.978,8.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,71.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,71.6,71.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,728.6,4.444,27.1969175,13.7612706,13.3916620275983,,0.0,2.24189536573425,-4.48577218610149,-2.78732874905007,0.0,,15.0,20.0,19.0,20.0,20.500000000000004,22.5,24.0,15.5,20.0,21.999999999999996,16.090309933736986,16.99636622126783,3.6072096434664083,2.807897458483311,22.67000000000001
