time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (Today) (km),Distance travelled (total) (km),Distance travelled (Week) (km),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
180.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,23.0,-0.75009,24.0,34.0,1211.985,4363146.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,143.0,3.54,64.0,0.0,1211.985,0.0,27.0,27.5,27.5,17.5,53.0,23.0,22.0,20.0,23.0,24.0,21.0,21.0,0.0,0.910000000000025,87.0,27.0,13.809,683.2,23.5,13.918,31.0,,,0.0,0.0,1.21,22.0,157.0,1.0,25.0,1.0,40.2,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.8000000000001,1.467,0.0,13.7695717,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.786453196030507,27.51133979805001,0.0,-0.0004856258722791,-0.75009,0.0,0.0,22.589999999999975
181.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,23.0,-0.75009,24.0,34.0,1211.985,4363146.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,143.0,3.54,64.0,0.0,1211.985,0.0,27.0,27.5,27.5,17.5,53.0,23.0,22.0,20.0,23.0,24.0,21.0,21.0,0.0,0.910000000000025,87.0,27.0,13.809,683.2,23.5,13.918,31.0,,,0.0,0.0,1.21,22.0,157.0,1.0,25.0,1.0,40.2,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.8000000000001,1.467,0.0,13.7417386,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.786453196030507,27.51133979805001,0.0,-0.0004856258722791,-0.75009,0.0,0.0,22.589999999999975
182.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.75009,24.0,34.0,1211.9855555555555,4363148.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,143.0,3.54,78.0,0.0,1211.98555555556,0.0,27.0,27.5,27.5,17.5,53.0,23.0,22.0,20.0,23.0,24.0,21.0,21.0,0.0,0.910000000000025,87.0,27.0,13.809,683.2,23.5,13.918,31.0,,,0.0,0.0,1.21,22.0,157.0,1.0,25.0,1.0,40.2,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.8000000000001,1.466,0.0,13.7417386,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.785954274000172,27.510845815841755,0.0,-0.0004939822082525,-0.75009,0.0,0.0,22.589999999999975
183.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.75009,24.0,34.0,1211.9855555555555,4363148.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,143.0,3.54,78.0,0.0,1211.98555555556,0.0,27.0,27.5,27.5,17.5,53.0,23.0,22.0,20.0,23.0,24.0,21.0,21.0,0.0,0.6299999999999955,87.0,27.0,13.794,683.7,23.86,13.863,31.0,,,0.0,0.0,1.21,22.0,157.0,1.0,25.0,1.0,40.2,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.8000000000001,1.466,0.0,13.750528,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.785954274000172,27.510845815841755,0.0,-0.0004939822082525,-0.75009,0.0,0.0,23.230000000000004
184.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.75009,24.0,34.0,1211.986388888889,4363151.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,84.0,3.54,64.0,0.0,1211.98638888889,0.0,27.0,27.5,27.5,17.5,53.0,23.0,22.0,20.0,23.0,24.0,21.0,21.0,0.0,0.6299999999999955,87.0,27.0,13.794,683.7,23.86,13.863,31.0,,,0.0,0.0,1.21,22.0,157.0,1.0,25.0,1.0,40.2,825.6,0.0,20.1,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.468,0.0,13.750528,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.785461750940332,27.51035816924785,0.0,-0.0004876465939033,-0.75009,0.0,0.0,23.230000000000004
185.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.75009,24.0,34.0,1211.986388888889,4363151.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,84.0,3.54,64.0,0.0,1211.98638888889,0.0,27.0,27.5,27.5,17.5,53.0,23.0,22.0,20.0,23.0,24.0,21.0,21.0,0.0,0.6000000000000227,87.0,27.0,13.811,683.5,23.27,13.888,31.0,,,0.0,0.0,1.21,22.0,157.0,1.0,25.0,1.0,40.2,825.6,0.0,20.1,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.468,0.0,13.750528,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.785461750940332,27.51035816924785,0.0,-0.0004876465939033,-0.75009,0.0,0.0,22.669999999999977
186.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.75009,24.0,34.0,1211.986388888889,4363151.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,84.0,3.54,64.0,0.0,1211.98638888889,0.0,27.0,27.5,27.5,17.5,53.0,23.0,22.0,20.0,23.0,24.0,21.0,21.0,0.0,0.6000000000000227,87.0,27.0,13.811,683.5,23.27,13.888,31.0,,,0.0,0.0,1.21,22.0,157.0,2.0,25.0,1.0,40.2,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,24.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.468,0.0,13.770548300000002,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.785461750940332,27.51035816924785,0.0,-0.0004876465939033,-0.75009,0.0,0.0,22.669999999999977
187.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.75009,24.0,34.0,1211.9869444444444,4363153.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,143.0,3.54,78.0,0.0,1211.98694444444,0.0,27.0,27.5,27.5,17.5,53.0,23.0,22.0,20.0,23.0,24.0,21.0,21.0,0.0,0.8899999999999864,87.0,27.0,13.809,683.5,23.16,13.906,31.0,,,0.0,0.0,1.21,22.0,157.0,2.0,25.0,1.0,40.2,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,24.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.468,0.0,13.770548300000002,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.784982176539973,27.50988334310889,0.0,-0.0004748261389666,-0.75009,0.0,0.0,22.270000000000014
188.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.75009,24.0,34.0,1211.9869444444444,4363153.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,143.0,3.54,78.0,0.0,1211.98694444444,0.0,27.0,27.5,27.5,17.5,53.0,23.0,22.0,20.0,23.0,24.0,21.0,21.0,0.0,0.8899999999999864,87.0,27.0,13.809,683.5,23.16,13.906,31.0,,,0.0,0.0,1.21,22.0,157.0,2.0,25.0,1.0,40.2,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.468,0.0,13.750528,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.784982176539973,27.50988334310889,0.0,-0.0004748261389666,-0.75009,0.0,0.0,22.270000000000014
189.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.75009,24.0,34.0,1211.9875,4363155.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,143.0,3.54,78.0,0.0,1211.9875,0.0,27.0,27.5,27.5,17.5,53.0,23.0,22.0,20.0,23.0,24.0,21.0,21.0,0.0,0.8899999999999864,87.0,27.0,13.809,683.5,23.16,13.906,31.0,,,0.0,0.0,1.21,22.0,157.0,2.0,25.0,1.0,40.2,825.6,0.0,20.1,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.467,0.0,13.750528,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.78448310191821,27.509389209820007,0.0,-0.00049413328888,-0.75009,0.0,0.0,22.270000000000014
190.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.75009,24.0,34.0,1211.9875,4363155.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,143.0,3.54,78.0,0.0,1211.9875,0.0,27.0,27.5,27.5,17.5,53.0,23.0,22.0,20.0,23.0,24.0,21.0,21.0,0.0,0.6000000000000227,87.0,27.0,13.793,683.5,23.16,13.89,31.0,,,0.0,0.0,1.21,22.0,157.0,2.0,25.0,1.0,40.2,825.6,0.0,20.1,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.467,0.0,13.7515046,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.78448310191821,27.509389209820007,0.0,-0.00049413328888,-0.75009,0.0,0.0,22.559999999999977
191.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.75009,24.0,34.0,1211.9883333333332,4363158.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,143.0,3.54,85.0,0.0,1211.98833333333,0.0,27.0,27.5,27.5,17.5,53.0,23.0,22.0,20.0,23.0,24.0,21.0,21.0,0.0,0.6000000000000227,87.0,27.0,13.793,683.5,23.16,13.89,31.0,,,0.0,0.0,1.21,22.0,157.0,2.0,25.0,1.0,40.2,825.6,0.0,20.1,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.467,0.0,13.7515046,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.783984802185664,27.50889584374818,0.0,-0.000493366071825,-0.75009,0.0,0.0,22.559999999999977
192.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.75009,24.0,34.0,1211.9883333333332,4363158.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,143.0,3.54,85.0,0.0,1211.98833333333,0.0,27.0,27.5,27.5,17.5,52.0,23.0,22.0,20.0,23.0,24.0,21.0,21.0,0.0,0.6200000000000045,87.0,27.0,13.794,683.5,23.39,13.887,31.0,,,0.0,0.0,1.21,22.0,157.0,2.0,25.0,1.0,40.2,825.6,0.0,20.1,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.467,0.0,13.7515046,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.783984802185664,27.50889584374818,0.0,-0.000493366071825,-0.75009,0.0,0.0,22.769999999999996
193.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.75009,24.0,34.0,1211.9883333333332,4363158.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,143.0,3.54,85.0,0.0,1211.98833333333,0.0,27.0,27.5,27.5,17.5,52.0,23.0,22.0,20.0,23.0,24.0,21.0,21.0,0.0,0.6200000000000045,87.0,27.0,13.794,683.5,23.39,13.887,31.0,,,0.0,0.0,1.21,22.0,157.0,2.0,25.0,1.0,40.2,825.6,0.0,20.1,5.800000000000001,9.0,0.0,30.0,0.0,25.0,24.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.467,0.0,13.7515046,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.783984802185664,27.50889584374818,0.0,-0.000493366071825,-0.75009,0.0,0.0,22.769999999999996
194.0,13.3,-1.0,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.6819,24.0,34.0,1211.9888888888888,4363160.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,24.0,3.54,64.0,0.0,1211.98888888889,0.0,27.0,27.5,27.5,17.5,52.0,23.0,22.0,20.5,23.0,25.0,21.0,21.0,0.0,0.3500000000000227,87.0,27.0,13.795,683.5,22.87,13.891,31.0,,,0.0,0.0,1.21,22.0,157.0,2.0,25.0,1.0,40.2,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,24.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.467,0.0,13.7515046,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.78352543499208,27.50844102474463,0.0,-0.0004548190035499,-0.6819,0.0,0.0,22.51999999999998
195.0,13.3,-1.0,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.6819,24.0,34.0,1211.9888888888888,4363160.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,24.0,3.54,64.0,0.0,1211.98888888889,0.0,27.0,27.5,27.5,17.5,52.0,23.0,22.0,20.5,23.0,25.0,21.0,21.0,0.0,0.3500000000000227,87.0,27.0,13.795,683.5,22.87,13.891,31.0,,,0.0,0.0,1.21,22.0,157.0,2.0,25.0,1.0,40.2,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.467,0.0,13.770548300000002,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.78352543499208,27.50844102474463,0.0,-0.0004548190035499,-0.6819,0.0,0.0,22.51999999999998
196.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.75009,24.0,34.0,1211.9894444444444,4363162.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,24.0,3.54,78.0,0.0,1211.98944444444,0.0,27.0,27.5,27.5,17.5,52.0,23.0,22.0,20.5,23.0,25.0,21.0,21.0,0.0,0.3500000000000227,87.0,27.0,13.795,683.5,22.87,13.891,31.0,,,0.0,0.0,1.21,22.0,157.0,2.0,25.0,1.0,40.2,825.6,0.0,20.1,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.468,0.0,13.770548300000002,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.783031397234453,27.50795187844995,0.0,-0.0004891462946791,-0.75009,0.0,0.0,22.51999999999998
197.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.75009,24.0,34.0,1211.9894444444444,4363162.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,24.0,3.54,78.0,0.0,1211.98944444444,0.0,27.0,27.5,27.5,17.5,52.0,23.0,22.5,20.5,23.0,25.0,21.0,21.0,0.0,0.660000000000025,87.0,27.0,13.812,683.3000000000001,23.26,13.885,31.0,,,0.0,0.0,1.21,22.0,157.0,2.0,25.0,1.0,40.2,825.6,0.0,20.1,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.468,0.0,13.770548300000002,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.783031397234453,27.50795187844995,0.0,-0.0004891462946791,-0.75009,0.0,0.0,22.599999999999977
198.0,13.3,-1.1,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.75009,24.0,34.0,1211.9894444444444,4363162.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,24.0,3.54,78.0,0.0,1211.98944444444,0.0,27.0,27.5,27.5,17.5,52.0,23.0,22.5,20.5,23.0,25.0,21.0,21.0,0.0,0.660000000000025,87.0,27.0,13.812,683.3000000000001,23.26,13.885,31.0,,,0.0,0.0,1.21,22.0,157.0,2.0,25.0,1.0,40.2,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.467,0.0,13.760294,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.783031397234453,27.50795187844995,0.0,-0.0004891462946791,-0.75009,0.0,0.0,22.599999999999977
199.0,13.3,-1.0,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.6819,24.0,34.0,1211.9902777777777,4363165.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,21.0,3.54,85.0,0.0,1211.99027777778,0.0,27.0,27.5,27.5,17.5,52.0,23.0,22.5,20.5,23.0,25.0,21.0,21.0,0.0,0.6000000000000227,87.0,27.0,13.795,683.5,23.44,13.893,31.0,,,0.0,0.0,1.21,22.0,157.0,2.0,25.0,1.0,40.2,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.467,0.0,13.760294,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.78257371103177,27.507498723793827,0.0,-0.0004531546561249,-0.6819,0.0,0.0,22.83999999999998
200.0,13.3,-1.0,681.9,0.0,0.0,0.0,21.0,20.0,24.0,23.0,24.0,24.0,23.0,23.0,24.0,-0.6819,24.0,34.0,1211.9902777777777,4363165.0,0.0,0.0,4.73541666666667,3.78833333333333,3.5515625,24.0,1794.2,1792.6,1339.8,1296.0,0.0,0.0,0.0,0.0,680.0,2495.0,3.54,21.0,3.54,85.0,0.0,1211.99027777778,0.0,27.0,27.5,27.5,17.5,52.0,23.0,22.5,20.5,23.0,25.0,21.0,21.0,0.0,0.6000000000000227,87.0,27.0,13.795,683.5,23.44,13.893,31.0,,,0.0,0.0,1.21,22.0,157.0,2.0,25.0,1.0,40.2,825.6,0.0,20.200000000000003,5.800000000000001,9.0,0.0,30.0,0.0,25.0,25.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,681.9000000000001,1.467,0.0,13.750528,0.0,0.0,0.0,0.0,213.1121,404.422139,213.1121,27.78257371103177,27.507498723793827,0.0,-0.0004531546561249,-0.6819,0.0,0.0,22.83999999999998
