time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (hp),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (hp),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),DC Charger Power (hp),Distance travelled (total) (miles),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (mi/kWh),HV EV Battery Power (hp),Hybrid/EV Charger Power (hp),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),12V device load (A)
521.0,13.3,0.3,736.1,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.300245241749221,60.8,64.4,1001.15638888889,3604163.0,0.0,0.0,5.11180555555556,4.08944444444444,3.83385416666667,1566.2,1527.6,1171.1,1105.6,0.0,280.0,0.0,0.0,734.0,2430.0,3.82,24.0,3.82,64.0,0.0,1001.15638888889,0.0,60.5,64.4,58.1,77.0,66.2,61.7,66.2,55.4,3.35000000000002,90.0,13.779,739.1,25.77,13.95,-4.5,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.1,4.444,20.5563775,13.760294,15.8000607980711,0.0,2.26932528321063,13.5851107186524,8.44139383235973,-4.40359687898858,0.0,-0.0367348255685702,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,0.0,2.999358744929608,3.6513443806859036,22.41999999999998
522.0,13.3,0.6,736.0,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.600408906201404,60.8,64.4,1001.15694444444,3604165.0,0.0,0.0,5.11111111111111,4.08888888888889,3.83333333333333,1566.2,1527.6,1171.1,1105.6,0.0,268.0,0.0,0.0,734.0,2430.0,3.82,22.0,3.82,64.0,0.0,1001.15694444444,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.35000000000002,90.0,13.779,739.1,25.77,13.95,-4.5,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.0,4.444,20.5563775,13.760294,15.7477174021054,0.0,2.27033469853762,6.79347826086957,4.22127038043478,0.600408906201404,0.0,-0.0328109132909072,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,0.0,2.999358744929608,3.6529685299470303,22.41999999999998
523.0,13.3,0.6,736.0,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.600408906201404,60.8,64.4,1001.15694444444,3604165.0,0.0,0.0,5.11111111111111,4.08888888888889,3.83333333333333,1566.2,1527.6,1171.1,1105.6,0.0,268.0,0.0,0.0,734.0,2430.0,3.82,22.0,3.82,64.0,0.0,1001.15694444444,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.40000000000003,90.0,13.805,739.1,25.7,13.936,8.7,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,64.4,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.0,4.444,23.3883725,13.760294,15.7477174021054,0.0,2.27033469853762,6.79347826086957,4.22127038043478,0.600408906201404,0.0,-0.0328109132909072,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,0.0,2.999358744929608,3.6529685299470303,22.29999999999997
524.0,13.3,2.4,735.8,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,2.40098300642931,60.8,64.4,1001.1575,3604167.0,0.0,0.0,5.10972222222222,4.08777777777778,3.83229166666667,1566.2,1527.6,1171.1,1105.6,0.0,314.0,0.0,0.0,734.0,2430.0,3.82,24.0,3.82,61.0,0.0,1001.1575,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.38,90.0,13.802,739.1,25.89,13.95,8.7,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,64.4,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.0,4.444,23.3883725,13.760294,15.6988286869664,0.0,2.27166050202581,2.26510827217541,1.40747259218991,0.600245751607328,0.0,-0.0328109132909072,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,0.0,3.999144993239488,3.6551017477595282,22.51
525.0,13.3,2.4,735.8,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,2.40098300642931,60.8,64.4,1001.1575,3604167.0,0.0,0.0,5.10972222222222,4.08777777777778,3.83229166666667,1566.2,1527.6,1171.1,1105.6,0.0,314.0,0.0,0.0,734.0,2430.0,3.82,24.0,3.82,61.0,0.0,1001.1575,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.38,90.0,13.802,739.1,25.89,13.95,-46.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,64.4,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.0,4.444,34.17925,13.7515046,15.6988286869664,0.0,2.27166050202581,2.26510827217541,1.40747259218991,0.600245751607328,0.0,-0.0328109132909072,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,5.123904522588091,3.999144993239488,3.6551017477595282,22.51
526.0,13.3,2.1,735.9,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,2.10114565116528,60.8,64.4,1001.15805555556,3604169.0,0.0,0.0,5.11041666666667,4.08833333333333,3.8328125,1566.2,1527.6,1171.1,1105.6,0.0,492.0,0.0,0.0,734.0,2430.0,3.82,12.0,3.82,64.0,0.0,1001.15805555556,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.37,90.0,13.802,739.1,26.3,13.952,-46.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,64.4,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,735.8,4.442,34.17925,13.7515046,15.6554900736957,0.0,2.27362075788161,3.88251509327743,2.41248228602489,2.40130931561746,0.0,,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,5.123904522588091,5.998717489859216,3.658255799431511,22.93
527.0,13.3,2.1,735.9,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,2.10114565116528,60.8,64.4,1001.15805555556,3604169.0,0.0,0.0,5.11041666666667,4.08833333333333,3.8328125,1566.2,1527.6,1171.1,1105.6,0.0,492.0,0.0,0.0,734.0,2430.0,3.82,12.0,3.82,64.0,0.0,1001.15805555556,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.37,90.0,13.802,739.1,26.3,13.952,-33.6,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.1,4.444,15.917765,13.760294,15.6554900736957,0.0,2.27362075788161,3.88251509327743,2.41248228602489,2.40130931561746,0.0,,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,5.623797646743015,5.998717489859216,3.658255799431511,22.93
528.0,13.3,0.0,736.1,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,0.0,60.8,64.4,1001.15861111111,3604171.0,0.0,0.0,5.11180555555556,4.08944444444444,3.83385416666667,1566.2,1527.6,1171.1,1105.6,0.0,317.0,0.0,0.0,734.0,2430.0,3.82,24.0,3.82,64.0,0.0,1001.15861111111,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.36000000000001,90.0,13.806,739.0,25.27,13.95,-17.1,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.1,4.444,15.917765,13.760294,15.6043612721467,0.0,2.27462814096233,3.88251509327743,2.41248228602489,2.10171669224455,0.0,,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,5.623797646743015,2.999358744929608,3.659876678808389,21.90999999999999
529.0,13.3,0.0,736.1,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,0.0,60.8,64.4,1001.15861111111,3604171.0,0.0,0.0,5.11180555555556,4.08944444444444,3.83385416666667,1566.2,1527.6,1171.1,1105.6,0.0,317.0,0.0,0.0,734.0,2430.0,3.82,24.0,3.82,64.0,0.0,1001.15861111111,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.36000000000001,90.0,13.806,739.0,25.27,13.95,-17.1,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.1,4.444,6.2987475,13.760294,15.6043612721467,0.0,2.27462814096233,3.88251509327743,2.41248228602489,2.10171669224455,0.0,,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,0.0,2.999358744929608,3.659876678808389,21.90999999999999
530.0,13.3,0.7,736.0,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.700477057234972,60.8,64.4,1001.15916666667,3604173.0,0.0,0.0,5.11111111111111,4.08888888888889,3.83333333333333,1566.2,1527.6,1171.1,1105.6,0.0,7.0,0.0,0.0,734.0,2430.0,3.82,12.0,3.82,64.0,0.0,1001.15916666667,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.28000000000003,90.0,13.779,739.1,30.74,13.941,25.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.1,4.444,6.2987475,13.760294,15.5483295660713,0.0,2.27462814096233,0.0,0.0,0.0,0.0,,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,0.0,0.0,3.659876678808389,27.45999999999997
531.0,13.3,0.7,736.0,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,0.700477057234972,60.8,64.4,1001.15916666667,3604173.0,0.0,0.0,5.11111111111111,4.08888888888889,3.83333333333333,1566.2,1527.6,1171.1,1105.6,0.0,7.0,0.0,0.0,734.0,2430.0,3.82,12.0,3.82,64.0,0.0,1001.15916666667,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.28000000000003,90.0,13.779,739.1,30.74,13.941,25.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.0,4.444,0.0,13.7397854,15.5483295660713,0.0,2.27462814096233,0.0,0.0,0.0,0.0,,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,0.0,0.0,3.659876678808389,27.45999999999997
532.0,13.3,0.7,736.0,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,0.700477057234972,60.8,64.4,1001.15972222222,3604175.0,0.0,0.0,5.11111111111111,4.08888888888889,3.83333333333333,1566.2,1527.6,1171.1,1105.6,0.0,0.0,0.0,0.0,734.0,2430.0,3.82,24.0,3.82,61.0,0.0,1001.15972222222,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.30000000000001,90.0,13.781,739.1,30.28,13.95,16.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.0,4.444,0.0,13.7397854,15.4909581432399,0.0,2.27462814096233,0.0,0.0,0.700477057234971,0.0,-0.0147528102995312,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,0.0,0.0,3.659876678808389,26.97999999999999
533.0,13.3,0.7,736.0,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,0.700477057234972,60.8,64.4,1001.15972222222,3604175.0,0.0,0.0,5.11111111111111,4.08888888888889,3.83333333333333,1566.2,1527.6,1171.1,1105.6,0.0,0.0,0.0,0.0,734.0,2430.0,3.82,24.0,3.82,61.0,0.0,1001.15972222222,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.30000000000001,90.0,13.781,739.1,30.28,13.95,16.8,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.0,4.444,0.0,13.7305077,15.4909581432399,0.0,2.27462814096233,0.0,0.0,0.700477057234971,0.0,-0.0147528102995312,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,0.0,0.0,3.659876678808389,26.97999999999999
534.0,13.3,0.6,736.0,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,0.600408906201404,60.8,64.4,1001.16027777778,3604177.0,0.0,0.0,5.11111111111111,4.08888888888889,3.83333333333333,1566.2,1527.6,1171.1,1105.6,0.0,0.0,0.0,0.0,734.0,2406.0,3.82,24.0,3.82,61.0,0.0,1001.16027777778,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,2.65000000000003,90.0,13.727,739.1,47.04,13.964,-200.5,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.0,4.444,0.0,13.7095108,15.4349001777168,0.0,2.27462814096233,0.0,0.0,0.700477057234971,0.0,-0.0220418258054471,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,0.0,0.0,3.659876678808389,44.38999999999997
535.0,13.3,1.4,736.0,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,1.40095411446994,60.8,64.4,1001.16083333333,3604179.0,0.0,0.0,5.11111111111111,4.08888888888889,3.83333333333333,1566.2,1527.6,1171.1,1105.6,0.0,-78.0,0.0,0.0,734.0,2406.0,3.82,24.0,3.82,64.0,0.0,1001.16083333333,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,2.65000000000003,90.0,13.727,739.1,47.04,13.964,-200.5,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.0,4.444,0.0,13.7095108,15.4349001777168,0.0,2.27462814096233,0.0,0.0,0.600408906201404,0.0,-0.0220418258054471,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,0.0,0.0,3.659876678808389,44.38999999999997
536.0,13.3,1.4,736.0,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,1.40095411446994,60.8,64.4,1001.16083333333,3604179.0,0.0,0.0,5.11111111111111,4.08888888888889,3.83333333333333,1566.2,1527.6,1171.1,1105.6,0.0,-78.0,0.0,0.0,734.0,2406.0,3.82,24.0,3.82,64.0,0.0,1001.16083333333,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.09000000000003,90.0,13.795,739.1,31.47,13.978,-0.6,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.0,4.444,0.0,13.740762,15.3821958227067,0.0,2.27495510037354,0.970496894409938,0.603038625776398,0.600408906201404,0.0,-0.0220418258054471,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,1.921464195970538,0.9997862483098703,3.6604027565010258,28.379999999999967
537.0,13.3,1.4,735.9,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,1.40076376744352,60.8,64.4,1001.16138888889,3604181.0,0.0,0.0,5.11041666666667,4.08833333333333,3.8328125,1566.2,1527.6,1171.1,1105.6,0.0,-194.0,0.0,0.0,734.0,2406.0,3.82,12.0,3.82,64.0,0.0,1001.16138888889,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.09000000000003,90.0,13.795,739.1,31.47,13.978,-0.6,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.0,4.444,0.0,13.740762,15.3821958227067,0.0,2.27495510037354,0.970496894409938,0.603038625776398,1.40076376744352,0.0,-0.0220418258054471,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,1.921464195970538,0.9997862483098703,3.6604027565010258,28.379999999999967
538.0,13.3,1.4,735.9,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,1.40076376744352,60.8,64.4,1001.16138888889,3604181.0,0.0,0.0,5.11041666666667,4.08833333333333,3.8328125,1566.2,1527.6,1171.1,1105.6,0.0,-194.0,0.0,0.0,734.0,2406.0,3.82,12.0,3.82,64.0,0.0,1001.16138888889,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.31999999999999,90.0,13.793,739.1,31.66,13.988,-51.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,736.0,4.444,0.0,13.7705483,15.3314677100313,0.0,2.27561687812619,1.94125754663871,1.20624114301244,1.40076376744352,0.0,0.0073748398238241,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,1.2965977907768622,1.999572496619744,3.6614675569050394,28.34000000000001
539.0,13.3,1.4,735.9,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,1.40076376744352,60.8,64.4,1001.16194444444,3604183.0,0.0,0.0,5.11041666666667,4.08833333333333,3.8328125,1566.2,1527.6,1171.1,1105.6,0.0,-205.0,0.0,0.0,734.0,2406.0,3.82,24.0,3.82,64.0,0.0,1001.16194444444,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.31999999999999,90.0,13.793,739.1,31.66,13.988,-51.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,64.4,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,64.4,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,735.9,4.444,0.0,13.7705483,15.3314677100313,0.0,2.27561687812619,1.94125754663871,1.20624114301244,1.40076376744352,0.0,0.0073748398238241,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,1.2965977907768622,1.999572496619744,3.6614675569050394,28.34000000000001
540.0,13.3,1.4,735.9,0.0,0.0,0.0,20.0,64.4,64.4,62.6,64.4,64.4,1.40076376744352,60.8,64.4,1001.16194444444,3604183.0,0.0,0.0,5.11041666666667,4.08833333333333,3.8328125,1566.2,1527.6,1171.1,1105.6,0.0,-205.0,0.0,0.0,734.0,2406.0,3.82,24.0,3.82,64.0,0.0,1001.16194444444,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.32999999999998,91.0,13.801,739.1,35.68,13.974,-202.5,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,735.9,4.444,0.0,13.7295311,15.2810689566842,0.0,2.27627909570608,1.94125754663871,1.20624114301244,1.40076376744352,0.0,0.007405843029789,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,1.1872461698679708,1.999572496619744,3.662533064991083,32.35000000000002
541.0,13.3,1.9,735.8,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,1.9007782134232,60.8,64.4,1001.1625,3604185.0,0.0,0.0,5.10972222222222,4.08777777777778,3.83229166666667,1566.2,1527.6,1171.1,1105.6,0.0,-188.0,0.0,0.0,734.0,2406.0,3.82,22.0,3.82,64.0,0.0,1001.1625,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.32999999999998,91.0,13.801,739.1,35.68,13.974,-202.5,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,735.9,4.442,0.0,13.7295311,15.2810689566842,0.0,2.27627909570608,1.94125754663871,1.20624114301244,1.9007782134232,0.0,0.007405843029789,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,1.1872461698679708,1.999572496619744,3.662533064991083,32.35000000000002
542.0,13.3,1.9,735.8,0.0,0.0,0.0,20.0,64.4,62.6,62.6,64.4,64.4,1.9007782134232,60.8,64.4,1001.1625,3604185.0,0.0,0.0,5.10972222222222,4.08777777777778,3.83229166666667,1566.2,1527.6,1171.1,1105.6,0.0,-188.0,0.0,0.0,734.0,2406.0,3.82,22.0,3.82,64.0,0.0,1001.1625,0.0,60.5,64.4,58.1,77.0,66.2,62.6,66.2,55.4,3.37,91.0,13.815,739.0,30.53,13.991,-47.0,3.0,0.0,0.0,0.0,14.0,63.0,0.0,62.6,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,62.6,62.6,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5,735.9,4.442,0.0,13.750528,15.230189440563,0.0,2.27695247183531,1.43059469821605,0.888930058225204,1.9007782134232,0.0,0.0073761740685076,13.0,19.0,17.0,16.0,18.000000000000004,19.0,21.0,13.0,20.0,20.0,1.249732810387337,1.999572496619744,3.663616527183014,27.16
