time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery Inlet Temperature (℃),[BMS] Battery management (),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Battery Pack B01 (℃),[BMS] Battery Pack B02 (℃),[BMS] Battery Pack B03 (℃),[BMS] Battery Pack B04 (℃),[BMS] Battery Pack B05 (℃),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℃),[BMS] Battery temperature PRA (℃),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Coolant temperature 2 (℃),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Evaporator Temperature (℃),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Indoor Temperature (℃),[HVAC] Interior temperature: driver legs vent (℃),[HVAC] Interior temperature: driver vent (℃),[HVAC] Interior temperature: front (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[HVAC] Outside temperature (℃),[HVAC] Real Vehicle Speed (km/h),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Temperature (℃),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] LDC Temperature (℃),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℃),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℃),[VCMS] DC Inlet Temperature 2 (℃),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),[VCS] Vehicle speed (high res.) (km/h),Average speed (km/h),DC Charger Power (kW),Distance travelled (km),Distance travelled (total) (km),EV Instant Energy Consumption (km/kWh),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),12V device load (A)
10.0,13.3,0.7,737.0,0.0,0.0,0.0,21.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,0.5159,20.0,18.0,1167.6933333333334,4203696.0,0.0,0.0,5.11805555555556,4.09444444444444,3.83854166666667,20.0,1736.8,1696.5,1296.6,1226.8,0.0,0.0,0.0,0.0,736.0,2510.0,3.84,22.0,3.82,64.0,0.0,1167.69333333333,0.0,60.5,21.0,21.0,19.5,56.0,21.5,20.5,20.5,21.5,24.0,20.5,20.5,0.0,15.019999999999982,88.0,20.0,13.804,740.9000000000001,37.34,14.028,22.0,-1.7000000000000002,3.0,0.0,0.0,0.0,18.0,140.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,22.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,737.0,4.442,0.0,13.770548300000002,0.0,0.0,0.0,0.0,0.0,0.0,0.5159,0.0,,22.32000000000002
11.0,13.3,0.7,737.0,0.0,0.0,0.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,0.5159,20.0,18.0,1167.694166666667,4203699.0,0.0,0.0,5.11805555555556,4.09444444444444,3.83854166666667,20.0,1736.8,1696.5,1296.6,1226.8,0.0,0.0,0.0,0.0,736.0,2510.0,3.84,24.0,3.82,64.0,0.0,1167.69416666667,0.0,60.5,21.0,21.0,19.5,56.0,21.5,20.5,20.5,21.5,23.0,20.5,20.5,0.0,15.019999999999982,88.0,20.0,13.804,740.9000000000001,37.34,14.028,22.0,-1.7000000000000002,3.0,0.0,0.0,0.0,18.0,140.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,22.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,737.0,4.442,0.0,13.770548300000002,0.0,0.0,0.0,0.0,0.0,0.0,0.5159,0.0,0.0,22.32000000000002
12.0,13.3,0.6,737.0,0.0,0.0,0.0,21.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,0.4422,20.0,18.0,1167.6944444444443,4203700.0,0.0,0.0,5.11805555555556,4.09444444444444,3.83854166666667,20.0,1736.8,1696.5,1296.6,1226.8,0.0,0.0,0.0,0.0,736.0,2510.0,3.84,24.0,3.82,64.0,0.0,1167.69444444444,0.0,60.5,21.0,21.0,19.5,56.0,21.5,20.5,20.5,21.5,23.0,20.5,20.5,0.0,14.470000000000027,88.0,20.0,13.808,741.0,36.72,14.026,22.0,-1.7000000000000002,3.0,0.0,0.0,0.0,18.0,140.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,22.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,737.0,4.442,0.0,13.770548300000002,0.0,0.0,0.0,0.0,0.0,0.0,0.5159,0.0,0.0,22.24999999999997
13.0,13.3,0.6,737.0,0.0,0.0,0.0,21.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,0.4422,20.0,18.0,1167.6944444444443,4203700.0,0.0,0.0,5.11805555555556,4.09444444444444,3.83854166666667,20.0,1736.8,1696.5,1296.6,1226.8,0.0,0.0,0.0,0.0,736.0,2510.0,3.84,24.0,3.82,64.0,0.0,1167.69444444444,0.0,60.5,21.0,21.0,19.5,56.0,21.5,20.5,20.5,21.5,23.0,20.5,20.5,0.0,14.139999999999986,88.0,20.0,13.794,740.9000000000001,36.49,14.031,22.0,-1.7000000000000002,3.0,0.0,0.0,0.0,18.0,140.0,0.0,21.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,21.0,22.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,737.0,4.442,0.0,13.770548300000002,0.0,0.0,0.0,0.0,0.0,0.0,0.5159,0.0,0.0,22.350000000000016
14.0,13.3,0.6,737.0,0.0,0.0,0.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,0.4422,20.0,18.0,1167.695,4203702.0,0.0,0.0,5.11805555555556,4.09444444444444,3.83854166666667,20.0,1736.8,1696.5,1296.6,1226.8,0.0,0.0,0.0,0.0,736.0,2510.0,3.84,24.0,3.82,64.0,0.0,1167.695,0.0,60.5,21.0,21.0,19.5,56.0,21.5,20.5,20.5,21.5,23.0,20.5,20.5,0.0,14.139999999999986,88.0,20.0,13.794,740.9000000000001,36.49,14.031,22.0,-1.7000000000000002,3.0,0.0,0.0,0.0,18.0,140.0,0.0,22.0,1.0,0.0,825.6,0.0,0.0,0.6000000000000001,9.0,0.0,30.0,0.0,22.0,21.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,737.0,4.442,0.0,13.770548300000002,0.0,0.0,0.0,0.0,0.0,0.0,0.4422,0.0,0.0,22.350000000000016
15.0,13.4,0.6,737.0,0.0,0.0,0.0,21.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,0.4422,20.0,18.0,1167.6952777777778,4203703.0,0.0,0.0,5.11805555555556,4.09444444444444,3.83854166666667,20.0,1736.8,1696.5,1296.6,1226.8,0.0,0.0,0.0,0.0,736.0,2510.0,3.84,22.0,3.82,64.0,0.0,1167.69527777778,0.0,60.5,21.0,21.0,19.5,56.0,21.5,20.5,20.5,21.5,23.0,20.5,20.5,0.0,14.139999999999986,88.0,20.0,13.794,740.9000000000001,36.49,14.031,22.0,-1.7000000000000002,3.0,0.0,0.0,,,,,22.0,1.0,,,0.0,,,,,,,22.0,21.0,,,,,,,,,,,,,,,,,,0.0,13.770548300000002,0.0,0.0,,0.0,0.0,0.0,0.4422,,0.0,22.350000000000016
16.0,13.4,0.6,737.0,0.0,0.0,0.0,21.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,0.4422,20.0,18.0,1167.6952777777778,4203703.0,0.0,0.0,5.11805555555556,4.09444444444444,3.83854166666667,20.0,1736.8,1696.5,1296.6,1226.8,0.0,0.0,0.0,0.0,736.0,2510.0,3.84,22.0,3.82,64.0,0.0,1167.69527777778,0.0,60.5,21.0,21.0,19.5,56.0,21.5,20.5,20.5,21.5,23.0,20.5,20.5,0.0,15.329999999999984,88.0,20.0,13.971,740.9000000000001,37.81,14.243,22.0,-1.8,3.0,0.0,0.0,,,,,21.0,1.0,,,0.0,,,,,,,21.0,21.0,,,,,,,,,,,,,,,,,,0.0,14.0894082,0.0,0.0,,0.0,0.0,0.0,0.4422,,0.0,22.480000000000018
17.0,13.4,0.6,737.0,0.0,0.0,0.0,21.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,0.4422,20.0,18.0,1167.6952777777778,4203703.0,0.0,0.0,5.11805555555556,4.09444444444444,3.83854166666667,20.0,1736.8,1696.5,1296.6,1226.8,0.0,0.0,0.0,0.0,736.0,2510.0,3.84,22.0,3.82,64.0,0.0,1167.69527777778,0.0,60.5,21.0,21.0,19.5,56.0,21.5,20.5,20.5,21.5,23.0,20.5,20.5,0.0,16.560000000000002,88.0,20.0,14.339,740.9000000000001,37.9,14.602,22.0,-1.8,3.0,0.0,0.0,,,,,21.0,1.0,,,0.0,,,,,,,21.0,21.0,,,,,,,,,,,,,,,,,,0.0,14.0894082,0.0,0.0,,0.0,0.0,0.0,0.4422,,0.0,21.339999999999996
18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,21.0,19.5,56.0,21.5,20.5,20.5,21.5,23.0,20.5,20.5,0.0,16.730000000000018,88.0,20.0,14.541,740.9000000000001,37.72,14.793,22.0,-1.8,3.0,0.0,0.0,,,,,21.0,1.0,,,0.0,,,,,,,21.0,21.0,,,,,,,,,,,,,,,,,,0.0,14.0894082,0.0,0.0,,0.0,0.0,0.0,,,0.0,20.98999999999998
19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.730000000000018,88.0,20.0,14.602,740.9000000000001,37.4,14.822,22.0,,,0.0,0.0,,,,,21.0,1.0,,,0.0,,,,,,,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.66999999999998
20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.420000000000016,88.0,20.0,14.604,740.9000000000001,37.48,14.83,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.05999999999998
21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.100000000000025,88.0,20.0,14.587,740.9000000000001,37.05,14.802,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.949999999999974
22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.889999999999986,88.0,20.0,14.589,740.9000000000001,36.73,14.803,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.84000000000001
23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.670000000000016,88.0,20.0,14.591,741.0,36.68,14.795,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.009999999999984
24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.45999999999998,88.0,20.0,14.591,740.9000000000001,36.35,14.799,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.890000000000022
25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.25,88.0,20.0,14.592,740.9000000000001,36.34,14.793,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.090000000000003
26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.069999999999991,88.0,20.0,14.593,740.9000000000001,35.9,14.799,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.830000000000005
