time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (hp),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] OBC AC Current A (RMS) (A),[ICCU] OBC AC Current B (RMS) (A),[ICCU] OBC AC Frequency (Hz),[ICCU] OBC AC Total Current (RMS) (A),[ICCU] OBC AC Voltage A (RMS) (V),[ICCU] OBC AC Voltage B (RMS) (V),[ICCU] OBC DC Current A (RMS) (A),[ICCU] OBC DC Current B (RMS) (A),[ICCU] OBC DC Current Total (RMS) (A),[ICCU] OBC DC Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (hp),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),DC Charger Power (hp),Distance travelled (total) (miles),EV Instant Energy Consumption (km/kWh),EV Instant Energy Consumption [kWh/100km] (mi/kWh),Hybrid/EV Charger Power (hp),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[ICCU] OBC Temperature A (℃),[ICCU] OBC Temperature B (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),HV EV Battery Power (kW),12V device load (A)
164.0,13.3,25.1,735.7,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,25.1068679586471,66.2,89.6,998.254722222222,3593717.0,0.0,0.0,5.10902777777778,4.08722222222222,3.83177083333333,1565.2,1525.0,1170.3,1103.8,0.0,2248.0,0.0,0.0,734.0,2414.0,3.82,10.0,3.82,61.0,0.0,998.254722222222,0.0,62.0,69.8,68.0,54.0,70.7,75.2,71.6,62.6,3.87,91.0,13.817,739.7,26.56,13.964,,,,,,,,,,,-4.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,736.6,4.444,38.86669,13.7705483,4.43041885539589,0.0,0.196136608111407,1.57044785382055,0.975830753376328,0.0,0.10777970031972,17.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,17.0,20.0,21.999999999999996,,,27.994014952676284,28.993801200986265,0.3155838024512539,14.097816175073902,22.689999999999998
165.0,13.4,15.5,736.6,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,15.5232078912439,66.2,89.6,998.255277777778,3593719.0,0.0,0.0,5.11527777777778,4.09222222222222,3.83645833333333,1565.2,1525.0,1170.3,1103.8,0.0,2650.0,0.0,0.0,735.0,2414.0,3.82,24.0,3.82,64.0,0.0,998.255277777778,0.0,62.0,69.8,68.0,54.0,70.7,75.2,71.6,62.6,3.74000000000001,91.0,13.819,740.1,25.98,13.956,,,,,,,,,,,-29.4,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,736.6,4.444,39.6967575,13.7793377,4.63202158305262,0.0,0.207567984808993,2.97793699035674,1.85040368563496,0.0,0.0959344737219598,17.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,17.0,20.0,21.0,,,31.993159945915874,33.99273244253566,0.33397688755766974,18.745400306474274,22.23999999999999
166.0,13.4,15.5,736.6,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,15.5232078912439,66.2,89.6,998.255277777778,3593719.0,0.0,0.0,5.11527777777778,4.09222222222222,3.83645833333333,1565.2,1525.0,1170.3,1103.8,0.0,2650.0,0.0,0.0,735.0,2414.0,3.82,24.0,3.82,64.0,0.0,998.255277777778,0.0,62.0,69.8,68.0,54.0,70.7,75.2,71.6,62.6,3.74000000000001,91.0,13.819,740.1,25.98,13.956,,,,,,,,,,,-29.4,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,736.5,4.444,39.6967575,13.7793377,4.63202158305262,0.0,0.207567984808993,2.97793699035674,1.85040368563496,0.0,0.0959344737219598,17.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,17.0,20.0,21.0,,,31.993159945915874,33.99273244253566,0.33397688755766974,18.745400306474274,22.23999999999999
167.0,13.4,2.0,737.7,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,2.00598573417018,66.2,89.6,998.255833333333,3593721.0,0.0,0.0,5.12291666666667,4.09833333333333,3.8421875,1565.2,1525.0,1170.3,1103.8,0.0,2981.0,0.0,0.0,736.0,2405.0,3.84,24.0,3.82,61.0,0.0,998.255833333334,0.0,62.0,69.8,68.0,54.0,70.7,74.3,71.6,62.6,3.69,91.0,13.82,741.1,25.94,13.952,,,,,,,,,,,5.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,736.5,4.444,30.175395,13.760294,4.86038920844986,0.0,0.220453981042379,25.755727260404,16.0038620035245,0.0,0.0803739284111079,17.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,17.0,20.0,21.0,,,35.9923049391553,37.99187743577509,0.3547104554971878,11.5931315733176,22.25
168.0,13.4,2.0,737.7,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,2.00598573417018,66.2,89.6,998.255833333333,3593721.0,0.0,0.0,5.12291666666667,4.09833333333333,3.8421875,1565.2,1525.0,1170.3,1103.8,0.0,2981.0,0.0,0.0,736.0,2405.0,3.84,24.0,3.82,61.0,0.0,998.255833333334,0.0,62.0,69.8,68.0,54.0,70.7,74.3,71.6,62.6,3.69,91.0,13.82,741.1,25.94,13.952,,,,,,,,,,,5.9,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,738.4,4.444,30.175395,13.760294,4.86038920844986,0.0,0.220453981042379,25.755727260404,16.0038620035245,0.0,0.0803739284111079,17.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,17.0,20.0,21.0,,,35.9923049391553,37.99187743577509,0.3547104554971878,11.5931315733176,22.25
169.0,13.3,-8.0,738.9,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,-8.03699530420684,66.2,89.6,998.256388888889,3593723.0,0.0,0.0,5.13125,4.105,3.8484375,1565.2,1525.0,1170.3,1103.8,0.0,3051.0,0.0,0.0,738.0,2405.0,3.84,24.0,3.84,61.0,0.0,998.256388888889,0.0,62.0,69.8,68.0,54.0,70.7,74.3,71.6,62.6,3.61000000000001,91.0,13.801,742.8,25.94,13.951,,,,,,,,,,,-2.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,738.4,4.444,22.9000975,13.760294,5.08174332446752,0.0,0.233247362728057,-6.42847475977805,-3.99446778995805,0.0,0.0582130934717954,17.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,17.0,20.0,21.0,,,35.9923049391553,37.99187743577509,0.3752950066294437,-5.99328508889399,22.32999999999999
170.0,13.3,-15.1,739.9,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-15.1903589231117,66.2,89.6,998.256944444444,3593725.0,0.0,0.0,5.13819444444444,4.11055555555556,3.85364583333333,1565.2,1525.0,1170.3,1103.8,0.0,2952.0,0.0,0.0,739.0,2405.0,3.84,22.0,3.84,64.0,0.0,998.256944444444,0.0,62.0,69.8,68.0,54.0,70.7,74.3,71.6,62.6,3.61000000000001,91.0,13.801,742.8,25.94,13.951,,,,,,,,,,,-2.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.9,4.444,22.9000975,13.760294,5.08174332446752,0.0,0.233247362728057,-6.42847475977805,-3.99446778995805,0.0,0.0582130934717954,17.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,17.0,20.0,21.0,,,35.9923049391553,37.99187743577509,0.3752950066294437,-6.001396179824959,22.32999999999999
171.0,13.3,-15.1,739.9,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-15.1903589231117,66.2,89.6,998.256944444444,3593725.0,0.0,0.0,5.13819444444444,4.11055555555556,3.85364583333333,1565.2,1525.0,1170.3,1103.8,0.0,2952.0,0.0,0.0,739.0,2405.0,3.84,22.0,3.84,64.0,0.0,998.256944444444,0.0,62.0,69.8,68.0,54.0,70.7,75.2,71.6,62.6,3.56999999999999,91.0,13.803,744.0,25.88,13.951,,,,,,,,,,,-0.7,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.9,4.444,24.706715,13.760294,5.29384378844803,0.0,0.245894771841474,-3.31170580595731,-2.0577979483535,0.0,0.0582130934717954,17.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,17.0,20.0,21.0,,,37.05457782798458,36.99209118746527,0.39564468789293167,-6.001396179824959,22.31000000000001
172.0,13.3,0.7,738.6,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.702951568578465,66.2,89.6,998.2575,3593727.0,0.0,0.0,5.12916666666667,4.10333333333333,3.846875,1565.2,1525.0,1170.3,1103.8,0.0,3022.0,0.0,0.0,737.0,2405.0,3.84,12.0,3.84,2.0,0.0,998.2575,0.0,62.0,69.8,68.0,54.0,70.7,75.2,71.6,62.6,3.56999999999999,91.0,13.803,744.0,25.88,13.951,,,,,,,,,,,-0.7,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,738.8,4.443,24.706715,13.760294,5.29384378844803,0.0,0.245894771841474,-3.31170580595731,-2.0577979483535,0.0,0.0582130934717954,17.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,17.0,20.0,21.0,,,37.05457782798458,36.99209118746527,0.39564468789293167,-11.307732700047726,22.31000000000001
173.0,13.3,0.7,738.6,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,0.702951568578465,66.2,89.6,998.2575,3593727.0,0.0,0.0,5.12916666666667,4.10333333333333,3.846875,1565.2,1525.0,1170.3,1103.8,0.0,3022.0,0.0,0.0,737.0,2405.0,3.84,12.0,3.84,2.0,0.0,998.2575,0.0,62.0,69.8,68.0,54.0,70.7,75.2,71.6,61.7,3.50999999999999,91.0,13.802,741.2,25.61,13.941,,,,,,,,,,,-1.6,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,738.8,4.443,34.0327675,13.760294,5.51132325794957,0.0,0.259072294277116,73.4981238636803,45.6696027232989,0.0,,17.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,16.5,20.0,21.0,,,35.9923049391553,37.99187743577509,0.4168473214918796,-11.307732700047726,22.10000000000001
174.0,13.3,-4.0,738.9,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,-4.01849765210342,66.2,89.6,998.258055555556,3593729.0,0.0,0.0,5.13125,4.105,3.8484375,1565.2,1525.0,1170.3,1103.8,0.0,3274.0,0.0,0.0,737.0,2405.0,3.84,22.0,3.84,61.0,0.0,998.258055555556,0.0,62.0,69.8,68.0,54.0,70.7,75.2,71.6,61.7,3.50999999999999,91.0,13.802,741.2,25.61,13.941,,,,,,,,,,,-1.6,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,738.0,4.444,34.0327675,13.760294,5.51132325794957,0.0,0.259072294277116,73.4981238636803,45.6696027232989,0.0,,17.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,16.5,20.0,21.0,,,35.9923049391553,37.99187743577509,0.4168473214918796,-2.996642544446995,22.10000000000001
175.0,13.3,-4.0,738.9,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,-4.01849765210342,66.2,89.6,998.258055555556,3593729.0,0.0,0.0,5.13125,4.105,3.8484375,1565.2,1525.0,1170.3,1103.8,0.0,3274.0,0.0,0.0,737.0,2405.0,3.84,22.0,3.84,61.0,0.0,998.258055555556,0.0,62.0,69.8,68.0,54.0,70.7,75.2,71.6,61.7,3.47000000000003,91.0,13.803,741.8,25.47,13.943,,,,,,,,,,,9.5,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,738.0,4.444,28.5640875,13.760294,5.7461411706787,0.0,0.273227018914401,-14.2103126268778,-8.82987616727568,0.0,,17.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,16.5,20.0,21.0,,,39.99144993239488,41.991022429014514,0.4396222734332712,-2.996642544446995,21.999999999999968
176.0,13.3,-10.7,739.8,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-10.7625743755513,66.2,89.6,998.258611111111,3593731.0,0.0,0.0,5.1375,4.11,3.853125,1565.2,1525.0,1170.3,1103.8,0.0,3353.0,0.0,0.0,738.0,2414.0,3.84,24.0,3.84,2.0,0.0,998.258611111111,0.0,62.0,69.8,68.0,54.0,70.7,75.2,71.6,61.7,3.47000000000003,91.0,13.803,741.8,25.47,13.943,,,,,,,,,,,9.5,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.7,4.444,28.5640875,13.760294,5.7461411706787,0.0,0.273227018914401,-14.2103126268778,-8.82987616727568,0.0,,17.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,16.5,20.0,21.0,,,39.99144993239488,41.991022429014514,0.4396222734332712,-8.025782532103877,21.999999999999968
177.0,13.3,-10.7,739.8,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-10.7625743755513,66.2,89.6,998.258611111111,3593731.0,0.0,0.0,5.1375,4.11,3.853125,1565.2,1525.0,1170.3,1103.8,0.0,3353.0,0.0,0.0,738.0,2414.0,3.84,24.0,3.84,2.0,0.0,998.258611111111,0.0,62.0,69.8,68.0,54.0,70.7,75.2,71.6,61.7,3.42000000000002,91.0,13.802,744.0,25.94,13.953,,,,,,,,,,,0.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.7,4.444,27.3922275,13.760294,5.97850856734052,0.0,0.287559284007093,-5.30580379137579,-3.29687260765097,0.0,,17.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,16.5,20.0,21.0,,,39.99144993239488,41.991022429014514,0.46268288796741264,-8.025782532103877,22.519999999999982
178.0,13.3,-10.5,739.8,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-10.561404761055,66.2,89.6,998.259166666667,3593733.0,0.0,0.0,5.1375,4.11,3.853125,1565.2,1525.0,1170.3,1103.8,0.0,3412.0,0.0,0.0,738.0,2414.0,3.84,24.0,3.84,61.0,0.0,998.259166666667,0.0,62.0,69.8,68.0,54.0,70.7,75.2,71.6,61.7,3.42000000000002,91.0,13.802,744.0,25.94,13.953,,,,,,,,,,,0.2,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.7,4.444,27.3922275,13.760294,5.97850856734052,0.0,0.287559284007093,-5.30580379137579,-3.29687260765097,0.0,,17.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,16.5,20.0,21.0,,,39.99144993239488,41.991022429014514,0.46268288796741264,-8.025782532103877,22.519999999999982
179.0,13.3,-10.5,739.8,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-10.561404761055,66.2,89.6,998.259166666667,3593733.0,0.0,0.0,5.1375,4.11,3.853125,1565.2,1525.0,1170.3,1103.8,0.0,3412.0,0.0,0.0,738.0,2414.0,3.84,24.0,3.84,61.0,0.0,998.259166666667,0.0,62.0,69.8,68.0,54.0,70.7,75.2,71.6,61.7,3.38,91.0,13.804,745.0,25.52,13.946,,,,,,,,,,,-4.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,739.7,4.444,19.5798275,13.760294,6.21635978481034,0.0,0.302468349353663,-5.5356016426576,-3.4396623282998,0.0,0.0213841857285696,17.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,16.5,20.0,21.0,,,39.99144993239488,42.99080867732449,0.4866715741100438,-8.025782532103877,22.14
180.0,13.3,-18.0,740.9,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,-18.1321858126883,66.2,89.6,998.259722222222,3593735.0,0.0,0.0,5.14513888888889,4.11611111111111,3.85885416666667,1565.2,1525.0,1170.3,1103.8,0.0,3154.0,0.0,0.0,739.0,2414.0,3.86,24.0,3.84,61.0,0.0,998.259722222222,0.0,62.0,69.8,68.0,54.0,70.7,75.2,71.6,61.7,3.38,91.0,13.804,745.0,25.52,13.946,,,,,,,,,,,-4.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,741.3,4.444,19.5798275,13.760294,6.21635978481034,0.0,0.302468349353663,-5.5356016426576,-3.4396623282998,0.0,0.0213841857285696,16.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,16.5,20.0,21.0,,,39.99144993239488,42.99080867732449,0.4866715741100438,-13.52139135920082,22.14
181.0,13.3,-18.0,740.9,0.0,0.0,0.0,20.0,66.2,66.2,66.2,64.4,66.2,-18.1321858126883,66.2,89.6,998.259722222222,3593735.0,0.0,0.0,5.14513888888889,4.11611111111111,3.85885416666667,1565.2,1525.0,1170.3,1103.8,0.0,3154.0,0.0,0.0,739.0,2414.0,3.86,24.0,3.84,61.0,0.0,998.259722222222,0.0,62.0,69.8,68.0,54.0,70.7,75.2,71.6,61.7,3.32999999999998,91.0,13.803,744.0,25.83,13.939,,,,,,,,,,,-5.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,741.3,4.444,24.5602325,13.760294,6.414855589985,0.0,0.315603554650563,-2.92437126017906,-1.81711949430872,0.0,0.0213841857285696,16.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,16.5,20.0,21.0,,,35.9923049391553,38.991663684084905,0.5078061194327559,-13.52139135920082,22.500000000000018
182.0,13.3,-32.7,742.3,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-33.0023810373573,66.2,89.6,998.260277777778,3593737.0,0.0,0.0,5.15486111111111,4.12388888888889,3.86614583333333,1565.2,1525.0,1170.3,1103.8,0.0,2834.0,0.0,0.0,741.0,2414.0,3.86,24.0,3.86,61.0,0.0,998.260277777778,0.0,62.0,69.8,68.0,54.0,70.7,75.2,71.6,61.7,3.32999999999998,91.0,13.803,744.0,25.83,13.939,,,,,,,,,,,-5.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,741.1,4.444,24.5602325,13.760294,6.414855589985,0.0,0.315603554650563,-2.92437126017906,-1.81711949430872,0.0,0.0213841857285696,16.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,16.5,20.0,21.0,,,35.9923049391553,38.991663684084905,0.5078061194327559,-13.546941295633408,22.500000000000018
183.0,13.3,-32.7,742.3,0.0,0.0,0.0,20.0,66.2,66.2,66.2,66.2,66.2,-33.0023810373573,66.2,89.6,998.260277777778,3593737.0,0.0,0.0,5.15486111111111,4.12388888888889,3.86614583333333,1565.2,1525.0,1170.3,1103.8,0.0,2834.0,0.0,0.0,741.0,2414.0,3.86,24.0,3.86,61.0,0.0,998.260277777778,0.0,62.0,69.8,68.0,54.0,70.7,75.2,71.6,61.7,3.22000000000003,91.0,13.779,746.5,32.79,13.951,,,,,,,,,,,-2.3,3.0,0.0,0.0,0.0,14.0,63.0,0.0,68.0,1.0,0.0,825.6,0.0,0.0,0.6,9.0,0.0,29.0,0.0,68.0,68.0,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,741.1,4.444,2.9784775,13.740762,6.57749033108263,0.0,0.327222362617591,-1.40072120663068,-0.870367536885315,0.0,,16.0,19.0,19.0,19.0,21.0,21.999999999999996,24.0,16.5,20.0,21.0,,,31.993159945915874,33.99273244253566,0.526500781451704,-13.546941295633408,29.56999999999997
