time,[BMS] Auxillary Battery Voltage (V),[BMS] Battery Current (A),[BMS] Battery DC Voltage (V),[BMS] Battery Fan Duty Feedback (%),[BMS] Battery Fan Feedback (Hz),[BMS] Battery Fan Status (),[BMS] Battery management (),[BMS] Battery Pack B01 (℉),[BMS] Battery Pack B02 (℉),[BMS] Battery Pack B03 (℉),[BMS] Battery Pack B04 (℉),[BMS] Battery Pack B05 (℉),[BMS] Battery Power (kW),[BMS] Battery temperature at WCS input (℉),[BMS] Battery temperature PRA (℉),[BMS] Battery work time total (h) (h),[BMS] Battery work time total (sec.) (sec.),[BMS] BMS Ignition (),[BMS] BMS Main Relay (),[BMS] CALC Average Cell Voltage 58kWh (V),[BMS] CALC Average Cell Voltage 72kWh (V),[BMS] CALC Average Cell Voltage 77kWh (V),[BMS] Cumulative Charge Current (Ah),[BMS] Cumulative Discharge Current (Ah),[BMS] Cumulative Energy Charged (kWh),[BMS] Cumulative Energy Discharged (kWh),[BMS] DATC A/C Compressor operation RPM var.1 (rpm),[BMS] Drive Motor Speed 1 (rpm),[BMS] Drive Motor Speed 2 (rpm),[BMS] HV_Charging (),[BMS] Inverter Capacitor Voltage (V),[BMS] Isolation Resistance (kOhm),[BMS] Maximum Cell Voltage (V),[BMS] Maximum Cell Voltage No (),[BMS] Minimum Cell Voltage (V),[BMS] Minimum Cell Voltage No (),[BMS] Normal Charge Port (),[BMS] Operating Time (Hours),[BMS] Rapid Charge Port (),[BMS] State of Charge BMS (%),[HVAC] Coolant temperature #1 (℉),[HVAC] Evaporator Temperature (℉),[HVAC] Humidity sensor for automatic defogger (%),[HVAC] Interior temperature: driver legs vent (℉),[HVAC] Interior temperature: driver vent (℉),[HVAC] Interior temperature: front (℉),[HVAC] Outside temperature (℉),[ICCU] Aux. Battery Current (A),[ICCU] Aux. Battery State of Charge (%),[ICCU] Aux. Battery Voltage (V),[ICCU] LDC Input Voltage (V),[ICCU] LDC Output Current (A),[ICCU] LDC Output Voltage (V),[ICCU] OBC AC Current A (RMS) (A),[ICCU] OBC AC Current B (RMS) (A),[ICCU] OBC AC Frequency (Hz),[ICCU] OBC AC Input Current Sensor A Signal Voltage (V),[ICCU] OBC AC Input Current Sensor B Signal Voltage (V),[ICCU] OBC AC Total Current (RMS) (A),[ICCU] OBC AC Voltage A (RMS) (V),[ICCU] OBC AC Voltage B (RMS) (V),[ICCU] OBC DC Current A (RMS) (A),[ICCU] OBC DC Current B (RMS) (A),[ICCU] OBC DC Current Total (RMS) (A),[ICCU] OBC DC Voltage (V),[PS] Absolute wheels turn angle (°),[PS] MDPS motor current (A),[VCMS] 400V Relay On/Off request (),[VCMS] 400V Relay Status (),[VCMS] AC Charger current (A),[VCMS] AC Charging Counter (),[VCMS] AC Charging Time (Hours),[VCMS] AC Charging Time after plug-in (min),[VCMS] AC Inlet temperature 1 (℉),[VCMS] Battery main relay status (),[VCMS] BMS Target current (A),[VCMS] BMS Target voltage (V),[VCMS] Charging socket connected (),[VCMS] CP duty cycle (%),[VCMS] CP voltage (V),[VCMS] Cumulative DC Charging time (h),[VCMS] DC Charger current capability (A),[VCMS] DC Charging counter (),[VCMS] DC Charging time after plug-in (min),[VCMS] DC Inlet Temperature 1 (℉),[VCMS] DC Inlet Temperature 2 (℉),[VCMS] EV Max Current (A),[VCMS] EV Max Voltage (V),[VCMS] EVSE Current regulation tolerance Value (A),[VCMS] EVSE Delivered Power Value (Wh),[VCMS] EVSE Main Power (kW),[VCMS] EVSE Maximum Current Value (A),[VCMS] EVSE Maximum Power value (W),[VCMS] EVSE Maximum Voltage Value (V),[VCMS] EVSE Minimum Current Value (A),[VCMS] EVSE Minimum Voltage Value (V),[VCMS] EVSE Output Current (A),[VCMS] EVSE Output Voltage (V),[VCMS] EVSE Target Current (A),[VCMS] EVSE Target Voltage (V),[VCMS] HV Battery SoC (%),[VCMS] HV Battery Voltage (V),[VCMS] PD voltage (V),[VCS] Accelerator pedal position (%),[VCS] Aux. battery voltage (V),Average speed (mph),DC Charger Power (kW),Distance travelled (Today) (miles),Distance travelled (Week) (miles),Energy costs ($),Energy used (kWh),EV Instant Energy Consumption (distance/kWh) (km/kWh),EV Instant Energy Consumption (kWh) (kWh),HV EV Battery Power (kW),Hybrid/EV Charger Power (kW),Vehicle acceleration (g),[BMS] Battery Inlet Temperature (℃),[BMS] Battery Max Temperature (℃),[BMS] Battery Min Temperature (℃),[BMS] Coolant temperature 2 (℃),[HVAC] Coolant temperature 1 (℃),[HVAC] Indoor Temperature (℃),[HVAC] Inverter temperature (℃),[HVAC] Outdoor Temperature (℃),[ICCU] Aux. Battery Temperature (℃),[ICCU] LDC Temperature (℃),[ICCU] OBC Temperature A (℃),[ICCU] OBC Temperature B (℃),[VCS] Vehicle speed (high res.) (km/h),[HVAC] Real Vehicle Speed (km/h),Distance travelled (km),Distance travelled (total) (km),12V device load (A)
102.0,14.1,-12.4,696.6,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63784,37.4,53.6,11240.874444444444,40467148.0,0.0,0.0,4.8375,3.87,3.628125,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2426.0,3.62,55.0,3.62,17.0,0.0,11240.8744444444,0.0,37.5,43.7,32.9,49.0,87.80000000000001,91.4,69.80000000000001,30.2,,,,,,,19.56,19.82,60.0,2.18,2.18,39.38,240.8,0.0,6.47,6.47,12.94,695.1,,,0.0,0.0,4.0,899.0,2841.0,1.0,57.2,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.6,1.491,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.1846539060113333,-0.1828256495161716,0.0,-0.00521399865438,-8.63784,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,23.000000000000004,13.000000000000004,0.0,0.0,0.0,33.075282590919024,
103.0,14.1,-12.4,696.6,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63784,37.4,53.6,11240.875,40467150.0,0.0,0.0,4.8375,3.87,3.628125,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2426.0,3.62,4.0,3.62,17.0,0.0,11240.875,0.0,37.5,43.7,32.9,49.0,87.80000000000001,91.4,69.80000000000001,30.2,,,,,,,19.57,19.83,60.0,2.5500000000000003,2.52,39.4,240.8,0.0,6.46,6.45,12.91,694.9000000000001,,,0.0,0.0,4.0,899.0,2841.0,1.0,57.2,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.6,1.491,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.1906330202533847,-0.1887455646073116,0.0,-0.00591991509114,-8.63784,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,24.0,13.000000000000004,0.0,0.0,0.0,33.075282590919024,
104.0,14.1,-12.4,696.6,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63784,37.4,53.6,11240.875,40467150.0,0.0,0.0,4.8375,3.87,3.628125,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2426.0,3.62,4.0,3.62,17.0,0.0,11240.875,0.0,37.5,43.7,32.9,49.0,87.80000000000001,91.4,69.80000000000001,30.2,,,,,,,19.57,19.83,60.0,2.5500000000000003,2.52,39.4,240.8,0.0,6.46,6.45,12.91,694.9000000000001,,,0.0,0.0,4.0,899.0,2841.0,1.0,57.2,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.6,1.491,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.1906330202533847,-0.1887455646073116,0.0,-0.00591991509114,-8.63784,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,24.0,13.000000000000004,0.0,0.0,0.0,33.075282590919024,
105.0,14.1,-12.4,696.6,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63784,37.4,53.6,11240.875555555556,40467152.0,0.0,0.0,4.8375,3.87,3.628125,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2426.0,3.62,28.0,3.62,17.0,0.0,11240.8755555556,0.0,37.5,43.7,32.9,49.0,87.80000000000001,91.4,69.80000000000001,30.2,,,,,,,19.57,19.83,60.0,2.06,2.04,39.4,240.9,0.0,6.46,6.46,12.92,695.7,,,0.0,0.0,4.0,899.0,2841.0,1.0,57.2,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.6,1.492,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.1955836167587687,-0.1936471453057116,0.0,-0.0049015806984,-8.63784,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,24.0,14.000000000000002,0.0,0.0,0.0,33.075282590919024,
106.0,14.1,-12.4,696.6,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63784,37.4,53.6,11240.875555555556,40467152.0,0.0,0.0,4.8375,3.87,3.628125,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2426.0,3.62,28.0,3.62,17.0,0.0,11240.8755555556,0.0,37.5,43.7,32.9,49.0,87.80000000000001,91.4,69.80000000000001,30.2,,,,,,,19.57,19.83,60.0,2.06,2.04,39.4,240.9,0.0,6.46,6.46,12.92,695.7,,,0.0,0.0,4.0,899.0,2841.0,1.0,57.2,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.6,1.491,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.1955836167587687,-0.1936471453057116,0.0,-0.0049015806984,-8.63784,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,24.0,14.000000000000002,0.0,0.0,0.0,33.075282590919024,
107.0,14.1,-12.4,696.7,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63908,37.4,53.6,11240.87611111111,40467154.0,0.0,0.0,4.83819444444444,3.87055555555556,3.62864583333333,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2424.0,3.62,4.0,3.62,3.0,0.0,11240.8761111111,0.0,37.5,43.7,32.9,49.0,87.80000000000001,91.4,69.80000000000001,30.2,,,,,,,19.55,19.82,60.0,2.98,2.98,39.37,240.8,0.0,6.47,6.47,12.94,694.9000000000001,,,0.0,0.0,4.0,899.0,2841.0,1.0,57.2,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.6,1.491,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.2004793526324447,-0.1984944085469749,0.0,-0.0048472632412633,-8.63908,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,24.0,14.000000000000002,0.0,0.0,0.0,33.075282590919024,
108.0,14.1,-12.4,696.7,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63908,37.4,53.6,11240.87611111111,40467154.0,0.0,0.0,4.83819444444444,3.87055555555556,3.62864583333333,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2424.0,3.62,4.0,3.62,3.0,0.0,11240.8761111111,0.0,37.5,43.7,32.9,49.0,87.80000000000001,91.4,69.80000000000001,30.2,,,,,,,19.55,19.82,60.0,2.98,2.98,39.37,240.8,0.0,6.47,6.47,12.94,694.9000000000001,,,0.0,0.0,4.0,899.0,2841.0,1.0,59.0,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.7,1.492,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.2004793526324447,-0.1984944085469749,0.0,-0.0048472632412633,-8.63908,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,24.0,14.000000000000002,0.0,0.0,0.0,33.075282590919024,
109.0,14.1,-12.4,696.7,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63908,37.4,53.6,11240.876666666669,40467156.0,0.0,0.0,4.83819444444444,3.87055555555556,3.62864583333333,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2424.0,3.62,4.0,3.62,17.0,0.0,11240.8766666667,0.0,37.5,43.7,,,,,,,,,,,,,19.53,19.8,60.0,2.01,1.98,39.33,240.9,0.0,6.46,6.46,12.93,695.0,,,0.0,0.0,4.0,899.0,2841.0,1.0,59.0,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.7,1.492,0.0,14.4907908,,0.0,,,-0.2050113265369589,-0.2029815114227316,0.0,-0.0044871028757566,-8.63908,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,,,25.0,14.000000000000002,0.0,,,,
110.0,14.1,-12.4,696.7,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63908,37.4,53.6,11240.876666666669,40467156.0,0.0,0.0,4.83819444444444,3.87055555555556,3.62864583333333,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2424.0,3.62,4.0,3.62,17.0,0.0,11240.8766666667,0.0,37.5,43.7,,,,,,,,,,,,,19.53,19.8,60.0,2.01,1.98,39.33,240.9,0.0,6.46,6.46,12.93,695.0,,,0.0,0.0,4.0,899.0,2841.0,1.0,59.0,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.7,1.492,0.0,14.4907908,,0.0,,,-0.2050113265369589,-0.2029815114227316,0.0,-0.0044871028757566,-8.63908,0.0,,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,,14.000000000000002,,,,25.0,14.000000000000002,0.0,,,,
111.0,14.1,-12.4,696.7,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63908,37.4,53.6,11240.87722222222,40467158.0,0.0,0.0,4.83819444444444,3.87055555555556,3.62864583333333,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2424.0,3.62,6.0,3.62,1.0,0.0,11240.8772222222,0.0,37.5,43.7,32.9,49.0,86.9,91.4,69.80000000000001,30.2,,,,,,,19.57,19.85,60.0,2.68,2.62,39.42,241.0,0.0,6.46,6.47,12.92,694.7,,,0.0,0.0,4.0,899.0,2841.0,1.0,59.0,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.7,1.492,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.2098707918403902,-0.2077928632083072,0.0,-0.0048113517855755,-8.63908,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,25.0,14.000000000000002,0.0,0.0,0.0,33.075282590919024,
112.0,14.1,-12.4,696.7,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63908,37.4,53.6,11240.87722222222,40467158.0,0.0,0.0,4.83819444444444,3.87055555555556,3.62864583333333,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2424.0,3.62,6.0,3.62,1.0,0.0,11240.8772222222,0.0,37.5,43.7,32.9,49.0,86.9,91.4,69.80000000000001,30.2,,,,,,,19.57,19.85,60.0,2.68,2.62,39.42,241.0,0.0,6.46,6.47,12.92,694.7,,,0.0,0.0,4.0,899.0,2841.0,1.0,59.0,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.7,1.492,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.2098707918403902,-0.2077928632083072,0.0,-0.0048113517855755,-8.63908,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,25.0,14.000000000000002,0.0,0.0,0.0,33.075282590919024,
113.0,14.1,-12.4,696.7,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63908,37.4,53.6,11240.877777777778,40467160.0,0.0,0.0,4.83819444444444,3.87055555555556,3.62864583333333,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2424.0,3.62,4.0,3.62,17.0,0.0,11240.8777777778,0.0,37.5,43.7,32.9,49.0,86.9,91.4,69.80000000000001,30.2,,,,,,,19.56,19.82,60.0,2.48,2.49,39.39,241.1,0.0,6.47,6.47,12.94,695.6,,,0.0,0.0,4.0,899.0,2841.0,1.0,59.0,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.7,1.49,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.2148281246904304,-0.2127011135548816,0.0,-0.0049082503465744,-8.63908,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,25.0,14.000000000000002,0.0,0.0,0.0,33.075282590919024,
114.0,14.1,-12.4,696.7,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.63908,37.4,53.6,11240.877777777778,40467160.0,0.0,0.0,4.83819444444444,3.87055555555556,3.62864583333333,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2424.0,3.62,4.0,3.62,17.0,0.0,11240.8777777778,0.0,37.5,43.7,32.9,49.0,86.9,91.4,69.80000000000001,30.2,,,,,,,19.56,19.82,60.0,2.48,2.49,39.39,241.1,0.0,6.47,6.47,12.94,695.6,,,0.0,0.0,4.0,899.0,2841.0,1.0,59.0,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.7,1.49,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.2148281246904304,-0.2127011135548816,0.0,-0.0049082503465744,-8.63908,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,25.0,14.000000000000002,0.0,0.0,0.0,33.075282590919024,
115.0,14.1,-12.3,696.8,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.57064,37.4,53.6,11240.878333333334,40467162.0,0.0,0.0,4.83888888888889,3.87111111111111,3.62916666666667,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2425.0,3.62,102.0,3.62,17.0,0.0,11240.8783333333,0.0,37.5,43.7,32.9,49.0,86.9,91.4,69.80000000000001,30.2,,,,,,,19.58,19.82,60.0,2.38,2.37,39.4,240.9,0.0,6.46,6.46,12.92,695.5,,,0.0,0.0,4.0,899.0,2841.0,1.0,59.0,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.7,1.491,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.2199483610401065,-0.2177706544951549,0.0,-0.0050695409402733,-8.57064,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,26.000000000000007,15.0,0.0,0.0,0.0,33.075282590919024,
116.0,14.1,-12.3,696.8,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.57064,37.4,53.6,11240.878333333334,40467162.0,0.0,0.0,4.83888888888889,3.87111111111111,3.62916666666667,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2425.0,3.62,102.0,3.62,17.0,0.0,11240.8783333333,0.0,37.5,43.7,32.9,49.0,86.9,91.4,69.80000000000001,30.2,,,,,,,19.58,19.82,60.0,2.38,2.37,39.4,240.9,0.0,6.46,6.46,12.92,695.5,,,0.0,0.0,4.0,899.0,2841.0,1.0,60.8,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.7,1.491,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.2199483610401065,-0.2177706544951549,0.0,-0.0050695409402733,-8.57064,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,26.000000000000007,15.0,0.0,0.0,0.0,33.075282590919024,
117.0,14.1,-12.3,696.8,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.57064,37.4,53.6,11240.878888888888,40467164.0,0.0,0.0,4.83888888888889,3.87111111111111,3.62916666666667,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2425.0,3.62,102.0,3.62,17.0,0.0,11240.8788888889,0.0,37.5,43.7,32.9,49.0,86.9,91.4,69.80000000000001,30.2,,,,,,,19.58,19.83,60.0,2.42,2.43,39.4,240.9,0.0,6.46,6.45,12.92,694.9000000000001,,,0.0,0.0,4.0,899.0,2841.0,1.0,60.8,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.8000000000001,1.49,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.2246958654533234,-0.2224711539141816,0.0,-0.0047004994190266,-8.57064,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,26.000000000000007,15.0,0.0,0.0,0.0,33.075282590919024,
118.0,14.1,-12.3,696.8,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.57064,37.4,53.6,11240.878888888888,40467164.0,0.0,0.0,4.83888888888889,3.87111111111111,3.62916666666667,24872.4,24649.5,18333.8,17777.3,0.0,0.0,0.0,0.0,697.0,2425.0,3.62,102.0,3.62,17.0,0.0,11240.8788888889,0.0,37.5,43.7,32.9,49.0,86.9,91.4,69.80000000000001,30.2,,,,,,,19.58,19.83,60.0,2.42,2.43,39.4,240.9,0.0,6.46,6.45,12.92,694.9000000000001,,,0.0,0.0,4.0,899.0,2841.0,1.0,60.8,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.8000000000001,1.49,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.2246958654533234,-0.2224711539141816,0.0,-0.0047004994190266,-8.57064,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,26.000000000000007,15.0,0.0,0.0,0.0,33.075282590919024,
119.0,14.1,-12.3,696.8,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.57064,37.4,53.6,11240.879444444445,40467166.0,0.0,0.0,4.83888888888889,3.87111111111111,3.62916666666667,24872.4,24649.5,18333.9,17777.3,0.0,0.0,0.0,0.0,697.0,2425.0,3.62,86.0,3.62,17.0,0.0,11240.8794444444,0.0,37.5,43.7,32.9,49.0,86.9,91.4,69.80000000000001,30.2,,,,,,,19.59,19.85,60.0,2.35,2.37,39.45,241.0,0.0,6.45,6.46,12.91,695.4000000000001,,,0.0,0.0,4.0,899.0,2841.0,1.0,60.8,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.8000000000001,1.492,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.2293033609175964,-0.2270330306114816,0.0,-0.0045618766972999,-8.57064,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,26.000000000000007,15.0,0.0,0.0,0.0,33.075282590919024,
120.0,14.1,-12.3,696.8,0.0,0.0,0.0,23.0,39.2,46.4,41.0,44.6,41.0,-8.57064,37.4,53.6,11240.879444444445,40467166.0,0.0,0.0,4.83888888888889,3.87111111111111,3.62916666666667,24872.4,24649.5,18333.9,17777.3,0.0,0.0,0.0,0.0,697.0,2425.0,3.62,86.0,3.62,17.0,0.0,11240.8794444444,0.0,37.5,43.7,32.9,49.0,86.9,91.4,69.80000000000001,30.2,,,,,,,19.59,19.85,60.0,2.35,2.37,39.45,241.0,0.0,6.45,6.46,12.91,695.4000000000001,,,0.0,0.0,4.0,899.0,2841.0,1.0,60.8,1.0,36.4,825.6,0.0,66.7,5.800000000000001,13.0,0.0,41.0,0.0,42.8,42.8,350.0,825.6,-50.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,696.8000000000001,1.491,0.0,14.4907908,0.0,0.0,4.674669927622683,20.38883917919351,-0.2293033609175964,-0.2270330306114816,0.0,-0.0045618766972999,-8.57064,0.0,0.0,-1.0000000000000004,8.0,4.000000000000002,2.999999999999999,6.500000000000002,21.000000000000007,14.000000000000002,-1.0000000000000004,,,26.000000000000007,15.0,0.0,0.0,0.0,33.075282590919024,
